,Abu Dhabi,Agra,Ahmedabad,Ahmednagar,Ajmer,Allepey,Almora,Alwar,Amritsar,Anuradhapura,Auckland,Aurangabad,Bali,Bandipur,Bangalore,Bangkok,Batam,Bentota,Bharatpur,Bikaner,Bintan Island,Bundi,Cairns,Chail,Chandigarh,Chennai,Cherrapunjee,Chintpurni,Chittorgarh,Christchurch,Cochin,Colombo,Coorg,Copenhagen,Corbett,Dalhousie,Daman,Dambulla,Darjeeling,Dharamshala,Dubai,Dwarka,Franz Josef,Galle,Gangtok,Ganpatipule,Genting,Goa,Gokarna,Gold Coast,Gulmarg,Guwahati,Gwalior,Hampi,Haridwar,Hassan,Havelock,Helsinki,Hong Kong,Jaipur,Jaisalmer,Jakarta,Jammu,Jamnagar,Jodhpur,Johor Bahru,Joshimath,Kabini,Kalimpong,Kanchipuram,Kandy,Kangra,Kanyakumari,Kasauli,Kasol,Katra,Kausani,Kaziranga,Khajuraho,Kishangarh,Kodaikanal,Kota Kinabalu,Kovalam,Kovalam and Poovar,Krabi town,Kuala Lumpur,Kullu,Kumarakom,Kumbakonam,Kumbalgarh,Kuta,Lachen,Lachung,Langkawi,Leh,Lucknow,Madurai,Mahabalipuram,Mahe Island,Manali,Mandawa,Mathura,Mauritius,Melbourne,Moscow,Mount Abu,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Namchi,Nameri,Nanded,Nasik,Nawalgarh,Negombo,New Delhi,Niel Island,Nubra Valley,Nuwara Eliya,Ooty,Orchha,Oslo,Pahalgam,Palampur,Pali,Paris,Paro,Parwanoo,Patnitop,Pattaya,Pelling,Penang,Phuentsholing,Phuket,Pondicherry,Poovar,Port Blair,Prague,Praslin Island,Punakha,Pushkar,Queenstown,Rameshwaram,Ranakpur,Ranikhet,Ranthambhore,Ras Al Khaimah,Rishikesh,Rotorua,Saint Petersburg,Saputara,Seminyak,Sharjah,Shillong,Shimla,Shirdi,Sigiriya,Siliguri,Singapore,Singapore Cruise,Somnath,Sonmarg,Srinagar,Sydney,Tanjore,Thekkady,Thimpu,Tirupati,Trincomalee,Trivandrum,Udaipur,Vadodara,Varanasi,Varkala,Wayanad,Yala
Dharamshala,6910.191,726.87681,1303.138,1775.93763,841.46488,3073.91025,729.11381,680.06369,200.15025,0,0,1430.3255,0,1379.518,2589.09275,4669.285,0,0,741.92356,665.14694,0,935.68588,0,9201.009,242.41823,2625.088,2426.0935,71.29705,1043.05525,0,3027.82025,0,2594.24875,8340.9415,0,0,1688.27188,0,1907.88238,0,6992.9085,1608.64388,0,0,1978.84938,2166.80125,0,2296.39725,2378.70025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubai,124.56722,7646.36,8134.218,8546.619,7612.1465,10009.486,7296.2025,7450.7455,7149.922,0,0,8097.069,0,7708.4845,9440.829,11226.394,0,0,7716.369,7514.619,0,7706.3675,0,6887.072,7013.1405,9465.419,8801.114,7051.3265,7813.737,0,9963.396,0,9459.163,6813.077,0,0,8458.953,0,8237.096,6983.5765,0,8458.116,0,0,8143.4385,8937.483,0,9067.079,9476.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwarka,8385.0065,1282.917,449.72059,1032.68963,916.19369,2330.66225,1714.58838,1178.8105,1444.2155,0,0,1933.62475,0,2069.7385,1845.84463,5203.707,0,0,1216.23863,964.4065,0,981.47513,0,10675.824,1478.6945,2088.0835,2981.8535,1523.72975,794.96538,0,2284.57225,0,1851.00075,9815.757,0,0,753.31388,0,2463.6425,1608.76113,8467.724,0,0,0,2534.6095,1231.84338,0,1484.39538,1583.13163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franz Josef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangtok,8066.311,1326.35763,2098.6685,2043.04575,1694.97475,2912.6755,1375.6615,1504.41663,1927.27613,0,0,675.03575,0,676.13213,2431.9105,2901.6095,0,0,1417.59725,1859.93063,0,1671.11975,0,10357.128,1722.43238,2258.8265,658.41794,1893.66313,1814.9395,0,2866.58525,0,2437.14275,9497.061,0,0,2260.2025,0,94.39978,1961.66513,8149.0285,2536.16375,0,0,0,2459.99075,0,2530.6,2587.41575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganpatipule,8879.94,1554.25225,840.72481,433.18078,1324.74263,1074.78375,2067.835,1553.18075,1982.04525,0,0,1871.85788,0,2130.23975,768.67406,4908.9455,0,0,1503.55063,1502.23625,0,1248.06675,0,11170.758,1929.93225,1072.19138,2695.6655,2101.163,1144.18875,0,1018.25231,0,773.83013,10310.69,0,0,490.36681,0,2398.5565,2169.165,8962.658,1230.18475,0,0,2469.52375,0,0,297.55,396.28616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,9005.974,1689.84663,1096.57588,548.80156,1505.87363,798.69406,2223.39375,1688.775,2231.6135,0,0,1928.0545,0,2186.43625,565.226,4896.048,0,0,1639.14488,1758.08738,0,1383.661,0,11296.791,2055.96625,868.74325,2682.768,2227.197,1303.77725,0,742.16269,0,570.38206,10436.724,0,0,746.21794,0,2454.75325,2295.199,9088.691,1486.03588,0,0,2525.72025,300.84903,0,0,120.19654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokarna,9395.847,1772.677,1191.80013,631.632,1588.70413,690.08963,2278.09525,1771.60538,2314.44375,0,0,1982.75575,0,2241.13775,487.09338,4892.1195,0,0,1721.97538,1853.31163,0,1466.4915,0,11686.665,2138.79675,814.8155,2678.8395,2310.0275,1386.60763,0,633.55825,0,492.24947,10826.598,0,0,841.44219,0,2509.4545,2378.0295,9478.565,1581.26013,0,0,2580.42175,396.07325,0,119.74626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulmarg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635.6705,1189.98313,2629.496,813.07288,2926.8315,0,7040.7915,5673.2795,1060.364,1271.58163,0,290.99366,1750.73325,1154.87088,6826.2835,1068.05625,3053.9455,2283.964,3001.2975,0,446.66878,3582.604,630.01413,729.14106,6778.6555,12214.19,2829.484,1542.25125,1161.72613,3319.7715,0,3637.75325,3627.1495,5796.4775,6486.0595,705.97594,3415.52525,3240.225,1340.18425,8062.2445,8233.508,2402.33925,0,454.52325,1312.122,3358.1835,3039.55325,0,747.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guwahati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.7215,0,1636.82813,2527.329,1812.719,2765.133,0,8838.109,3213.8475,1866.97225,2479.401,0,2368.55925,2699.54925,2199.06425,4191.088,1905.59913,2790.7385,467.75875,2438.7025,0,2268.607,3115.2145,2071.1335,2278.5025,8575.973,14011.508,213.97814,1457.96788,1971.28088,2902.85725,0,3170.36375,3159.76,3161.28175,3850.864,2255.33725,3057.95675,2701.032,2214.99925,9859.562,10030.826,586.13413,0,2333.60275,1298.36313,2853.92275,2476.95825,0,2297.3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwalior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.37575,1660.7305,0,1552.63775,529.26219,1879.1735,0,7944.6855,4854.4135,323.61553,944.3515,0,937.21331,1137.422,664.01481,5851.3435,781.76081,2006.28763,1309.024,1811.626,0,842.17344,2400.94425,637.18381,852.06881,7682.5495,13118.085,1854.54413,278.81138,436.23141,2175.7285,0,2456.09375,2445.48975,4821.5375,5511.1195,828.90369,2321.0985,2050.5535,630.12738,8966.138,9137.402,1427.39938,0,1285.7505,337.18206,2176.52375,1849.88175,0,870.90675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628.0235,2528.54075,1558.76263,0,2050.89438,329.08134,0,9516.458,5853.9305,1568.46925,1693.96763,0,2376.861,1395.62563,1625.01838,6394.24,2367.89775,456.19547,2343.32725,564.08394,0,2281.82125,984.85381,2076.8315,2291.7165,9254.322,14689.857,2709.652,1498.14675,1507.258,722.02138,0,1040.00319,1029.39931,5364.434,6054.016,2268.5515,817.77519,713.12419,1461.542,10537.911,10709.175,2461.7025,0,2725.39825,1762.973,760.43325,581.06044,0,2310.5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haridwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.47581,1833.88513,522.92991,2049.226,0,2346.5615,0,7399.405,5027.568,492.69694,957.00744,0,555.31344,1396.82075,760.66219,6024.4985,275.58247,2473.67575,1482.17863,2388.40725,0,443.073,2977.7255,241.74041,444.72159,7137.269,12572.804,2027.69863,764.97294,594.059,2752.50975,0,3032.87475,3022.271,4994.692,5684.274,421.55644,2835.2555,2627.33475,837.77738,8420.858,8592.122,1600.554,0,878.40331,505.57794,2753.305,2426.663,0,463.55953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923.63075,2741.935,1854.36988,328.16647,2346.50175,0,0,9712.168,6067.325,1864.0765,1989.57488,0,2672.46825,1691.23288,1920.62563,6607.6345,2563.60725,159.18991,2556.7215,490.13381,0,2577.4285,711.89413,2372.43875,2587.32375,9450.032,14885.566,2923.04625,1693.85613,1802.86525,459.18559,0,666.99188,756.43969,5577.828,6267.4105,2564.15875,495.27356,571.45956,1757.14925,10733.62,10904.884,2675.09675,0,3021.0055,1958.68238,487.47363,519.93738,0,2606.16175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havelock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helsinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7053.0485,8850.47,7954.148,9530.869,7415.777,9753.408,0,0,9887.88,7675.278,8030.5375,0,7257.686,8509.689,7913.8265,12641.855,7608.2955,9880.522,8409.424,9685.86,0,7175.9305,10275.179,7216.9105,7024.1825,943.53919,11114.359,8955.283,8062.4265,7776.64,10049.963,0,10330.328,10319.724,11612.049,12301.631,6988.8515,10195.333,9924.788,8020.358,2518.59975,2223.354,8177.522,0,6601.174,7829.4125,10050.758,9724.116,0,6949.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672.676,3213.867,4830.142,5851.937,5006.0325,6089.741,0,9892.205,0,5060.286,5672.7145,0,5561.873,5892.863,5392.378,4145.9855,5337.7365,6115.3465,3661.0725,5763.3105,0,5461.921,6439.8225,5264.447,5502.019,9684.81,15814.06,2999.892,4651.2815,5164.5945,6227.465,0,6494.9715,6484.368,3116.17925,3805.7615,5466.688,6382.5645,6025.64,5408.313,11434.909,11139.663,3779.44775,0,5220.8015,4491.677,6178.5305,5801.566,0,5427.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.22688,1889.52413,323.97481,1570.64625,493.25172,1867.98188,0,7679.6035,5083.207,0,612.69263,0,810.06456,907.33425,332.356,6080.1375,806.68875,1995.096,1537.81763,2040.42525,0,715.02463,2523.75425,510.03497,724.92,7417.4675,12853.002,2083.33775,602.47456,104.57256,2260.922,0,2578.90375,2568.29975,5050.331,5739.913,701.75488,2356.67575,2271.20675,348.29091,8701.056,8872.32,1656.193,0,1158.60175,565.97569,2299.33375,2078.681,0,743.75794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaisalmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.17775,2501.68125,948.751,1691.8255,959.05756,1989.16113,0,8021.4955,5695.3645,612.47431,0,0,1021.01544,688.49956,281.17891,6692.2945,1315.52088,2116.27525,2149.97475,2243.355,0,980.23206,2644.9335,894.78169,1066.81175,7759.3595,13194.894,2695.49475,1146.85888,507.19059,2382.10125,0,2700.083,2689.479,5662.488,6352.0705,1043.64663,2477.855,2392.386,457.42613,9042.948,9214.212,2268.35025,0,1500.4935,1178.13275,2420.513,2260.3315,0,1085.64975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.884,2384.77825,939.09075,2378.6035,562.1805,2675.93925,0,7240.5035,5578.461,809.47169,1020.68931,0,0,1499.841,903.9785,6575.3915,817.16394,2803.05325,2033.07163,2750.40525,0,205.54283,3331.7115,379.12175,478.24872,6978.3675,12413.902,2578.59175,1291.35888,910.83375,3068.87925,0,3386.861,3376.257,5545.585,6235.167,455.08356,3164.633,2989.33275,1089.29188,8261.9565,8433.22,2151.447,0,654.23525,1061.22963,3107.291,2788.661,0,497.08666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751.25813,2697.8455,1138.2325,1397.11588,1400.60838,1694.4515,0,8500.576,5891.5285,907.67381,689.66163,0,1500.09575,0,683.88306,6867.1205,1714.04538,1821.56563,2346.139,1948.64538,0,1459.31238,2350.224,1373.862,1545.89213,8238.4395,13673.974,2891.659,1248.28688,802.39013,2087.3915,0,2405.37325,2394.7695,5837.3145,6526.8965,1522.727,2183.14525,2097.6765,665.08656,9522.028,9693.292,2464.51425,0,1979.57388,1436.81975,2125.8035,1965.62188,0,1564.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155.14475,2222.195,669.26469,1626.47263,761.48731,1923.80825,0,7904.462,5415.878,332.98803,283.45647,0,903.98231,684.41625,0,6412.808,1117.95063,2050.92238,1870.48838,2178.002,0,863.199,2579.58075,748.52094,949.77869,7642.326,13077.861,2416.0085,867.37263,227.70431,2316.74825,0,2634.73,2624.12625,5383.002,6072.584,926.61356,2412.502,2327.03325,187.41092,8925.915,9097.179,1988.86388,0,1383.46038,898.6465,2355.16025,2194.97875,0,968.61663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johor Bahru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810.402,4191.65575,5827.509,6393.3865,6003.3995,6631.1905,0,12673.883,4148.2105,6057.653,6670.0815,0,6559.24,6866.6045,6389.745,0,6096.28,6656.796,4658.4395,6304.76,0,6459.288,6981.272,6261.814,6469.183,12466.489,18419.264,4068.32275,5648.6485,6161.9615,6768.9145,0,7036.4215,7025.8175,1149.54163,334.44697,6446.018,6924.014,6567.0895,6405.68,14216.587,13921.341,4776.815,0,6524.2835,5489.044,6719.98,6343.0155,0,6488.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
