,Abu Dhabi,Agra,Ahmedabad,Ahmednagar,Ajmer,Allepey,Almora,Alwar,Amritsar,Anuradhapura,Auckland,Aurangabad,Bali,Bandipur,Bangalore,Bangkok,Batam,Bentota,Bharatpur,Bikaner,Bintan Island,Bundi,Cairns,Chail,Chandigarh,Chennai,Cherrapunjee,Chintpurni,Chittorgarh,Christchurch,Cochin,Colombo,Coorg,Copenhagen,Corbett,Dalhousie,Daman,Dambulla,Darjeeling,Dharamshala,Dubai,Dwarka,Franz Josef,Galle,Gangtok,Ganpatipule,Genting,Goa,Gokarna,Gold Coast,Gulmarg,Guwahati,Gwalior,Hampi,Haridwar,Hassan,Havelock,Helsinki,Hong Kong,Jaipur,Jaisalmer,Jakarta,Jammu,Jamnagar,Jodhpur,Johor Bahru,Joshimath,Kabini,Kalimpong,Kanchipuram,Kandy,Kangra,Kanyakumari,Kasauli,Kasol,Katra,Kausani,Kaziranga,Khajuraho,Kishangarh,Kodaikanal,Kota Kinabalu,Kovalam,Kovalam and Poovar,Krabi town,Kuala Lumpur,Kullu,Kumarakom,Kumbakonam,Kumbalgarh,Kuta,Lachen,Lachung,Langkawi,Leh,Lucknow,Madurai,Mahabalipuram,Mahe Island,Manali,Mandawa,Mathura,Mauritius,Melbourne,Moscow,Mount Abu,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Namchi,Nameri,Nanded,Nasik,Nawalgarh,Negombo,New Delhi,Niel Island,Nubra Valley,Nuwara Eliya,Ooty,Orchha,Oslo,Pahalgam,Palampur,Pali,Paris,Paro,Parwanoo,Patnitop,Pattaya,Pelling,Penang,Phuentsholing,Phuket,Pondicherry,Poovar,Port Blair,Prague,Praslin Island,Punakha,Pushkar,Queenstown,Rameshwaram,Ranakpur,Ranikhet,Ranthambhore,Ras Al Khaimah,Rishikesh,Rotorua,Saint Petersburg,Saputara,Seminyak,Sharjah,Shillong,Shimla,Shirdi,Sigiriya,Siliguri,Singapore,Singapore Cruise,Somnath,Sonmarg,Srinagar,Sydney,Tanjore,Thekkady,Thimpu,Tirupati,Trincomalee,Trivandrum,Udaipur,Vadodara,Varanasi,Varkala,Wayanad,Yala
Nubra Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7156.362,1160.87913,0,0,5331.441,1691.16088,2342.23275,3485.167,914.7575,3131.91975,1175.40475,1935.42013,0,2370.8725,0,1159.45425,0,1024.80713,0,0,0,3363.36675,1449.18075,8306.586,608.19613,669.46625,0,8158.924,2226.8555,724.13281,675.31756,4849.816,1993.3995,5878.235,2071.63688,5558.6705,3409.36075,3768.1155,0,7217.6565,0,2281.2685,1344.07663,0,3635.12225,1748.12613,1203.1185,1340.30413,6479.085,931.8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuwara Eliya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ooty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10632.85,2337.524,0,0,8807.928,1969.81375,1277.528,271.45634,2699.95725,232.14033,2584.6865,2754.31825,0,1168.46488,0,2302.73525,0,2408.515,0,3376.2705,0,0,2046.4785,11783.073,3162.93625,2881.011,0,11635.412,2872.21725,2648.78025,3035.04,5065.4285,2758.406,6093.8475,2716.99875,5774.283,470.88803,507.08022,0,10694.144,0,2926.6305,2092.47663,0,470.17925,1909.30825,2619.37225,2058.07563,9955.573,2668.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orchha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8653.46,291.49891,0,0,6828.539,770.32913,1089.49038,2120.4405,756.10719,1839.69838,590.93256,1326.09225,0,1006.55181,0,597.93138,0,435.10828,0,1463.49063,0,2043.64025,0,9803.684,1250.15638,968.23119,0,9656.022,1505.64863,736.00031,1122.26013,4102.6405,1330.18,5131.06,1350.43,4811.4955,1975.12563,2341.89225,0,8714.754,0,1560.06163,558.47644,0,2201.63075,898.88481,625.61844,309.1695,7976.183,706.50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oslo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490.99638,9610.481,0,0,3004.772,9939.092,10590.163,11872.255,9162.688,11591.513,9311.296,10171.728,0,10758.367,0,9407.385,0,9272.738,0,8321.655,0,11795.455,9815.815,0,8888.424,8917.397,0,1832.36013,10483.968,8972.064,8955.545,12786.095,10229.707,13814.514,10328.75,13494.949,11726.941,12093.707,0,1541.673,0,10538.381,9592.007,0,11953.446,9996.057,9278.048,9588.235,7642.7205,9179.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahalgam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7723.28,963.30831,0,0,5898.359,1366.29163,2060.43775,3287.596,733.61381,2934.349,1039.09725,2284.0735,0,2173.3015,0,961.88338,0,827.23625,0,608.33356,0,3165.79575,1251.60988,8873.504,0,406.12531,0,8725.842,2463.63,554.57931,158.26517,5086.5905,2288.16125,6115.0095,2308.41125,5795.445,3211.78975,3570.5445,0,7784.574,0,2518.043,1146.50575,0,3437.55125,1406.51325,1017.75744,1142.73325,7046.003,750.75081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754.3445,643.16306,0,0,5929.4235,1150.25888,1824.51663,2967.45075,397.04138,2614.20375,657.68863,1959.47513,0,1853.15638,0,641.73813,0,507.09097,0,671.70756,0,2845.6505,931.46456,8904.568,405.98944,0,0,8756.907,2139.0315,206.41667,278.09313,4761.992,1963.56288,5790.4115,1983.813,5470.847,2891.6445,3250.39925,0,7815.639,0,2193.4445,826.3605,0,3117.406,1190.48038,685.40238,822.588,7077.0675,414.17834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.41325,9460.306,0,0,2854.597,9788.916,10439.988,11722.08,9012.513,11441.338,9161.121,10021.553,0,10608.192,0,9257.21,0,9122.563,0,8171.48,0,11645.28,9665.64,1825.24725,8738.249,8767.222,0,0,10333.793,8821.888,8805.37,12635.92,10079.532,13664.339,10178.575,13344.774,11576.766,11943.532,0,1032.82694,0,10388.206,9441.832,0,11803.271,9845.882,9127.873,9438.06,7015.781,9029.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318.254,1574.20325,0,0,7493.3325,2243.06525,2445.9775,2984.57825,1768.61325,2721.6475,1511.19713,382.88919,0,2090.55663,0,1853.7325,0,1663.61513,0,2227.05425,0,2877.9965,1490.67038,10468.478,2447.3275,2160.49025,0,10320.816,0,1935.7755,2319.43125,2994.86775,386.97697,4023.287,156.06269,3703.7225,2699.70025,3153.6605,0,9379.548,0,124.93684,1896.13725,0,2951.86375,2336.12825,1545.883,1744.89625,8640.977,1719.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parwanoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7809.3815,447.90453,0,0,5984.4605,978.18619,1629.25813,2772.19225,201.78286,2418.94525,462.43013,1764.21663,0,1657.89788,0,446.47963,0,311.83247,0,726.74463,0,2650.392,736.20606,8959.605,554.07863,239.732,0,8811.944,1943.77313,0,426.18231,4566.7335,1768.30438,5595.153,1788.5545,5275.5885,2696.386,3055.14075,0,7870.676,0,1998.18613,631.102,0,2922.1475,1071.09313,490.14388,627.3295,7132.1045,218.91986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patnitop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7790.353,835.2465,0,0,5965.432,1238.22988,1932.37588,3159.53425,605.552,2806.28725,911.0355,2156.01175,0,2045.23975,0,833.82156,0,699.17444,0,675.4065,0,3037.734,1123.548,8940.577,158.13884,278.06353,0,8792.915,2335.568,426.51753,0,4958.5285,2160.0995,5986.948,2180.3495,5667.3835,3083.728,3442.48275,0,7851.647,0,2389.981,1018.44394,0,3309.4895,1278.4515,889.69563,1014.6715,7113.076,622.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pattaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11670.222,4201.2805,0,0,9793.398,4870.142,4819.334,5176.603,4395.6905,4913.6725,4138.27425,3035.022,0,4399.083,0,4480.8095,0,4290.692,0,4854.1315,0,5070.0215,4117.7475,12820.446,5074.4045,4787.5675,0,12672.784,2998.991,4562.8525,4946.5085,0,3039.10975,1284.39263,2843.77225,964.82813,4891.725,5345.6855,0,11731.516,0,2922.82375,4523.2145,0,5143.8885,4963.2055,4172.96,4371.9735,11510.185,4346.0855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063.98,1398.594,0,0,7239.059,2067.45588,2270.36825,2850.91875,1593.004,2587.988,1335.58788,50.99559,0,1914.94738,0,1678.12325,0,1488.00588,0,1993.40963,0,2744.337,1315.06113,10214.204,2271.71825,1984.881,0,10066.542,386.96447,1760.16613,2143.822,3034.97425,0,4063.3935,231.74591,3743.829,2566.04075,3020.001,0,9125.274,0,441.3775,1720.528,0,2818.204,2160.519,1370.27375,1569.287,8386.703,1543.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12697.273,5228.332,0,0,10820.449,5897.194,5846.3855,6203.655,5422.742,5940.724,5165.326,4062.07375,0,5426.135,0,5507.861,0,5317.744,0,5881.183,0,6097.0735,5144.799,13847.497,6101.4565,5814.619,0,13699.835,4026.0425,5589.904,5973.56,1286.3855,4066.1615,0,3870.824,655.17081,5918.777,6372.737,0,12758.568,0,3949.8755,5550.266,0,6170.9405,5990.257,5200.0115,5399.025,12537.237,5373.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phuentsholing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9163.065,1419.015,0,0,7338.1445,2087.87688,2290.78925,2829.39,1613.425,2566.45925,1356.00888,227.70091,0,1935.36838,0,1698.54425,0,1508.42688,0,2071.86588,0,2722.80825,1335.48213,10313.289,2292.13925,2005.302,0,10165.628,156.03414,1780.58713,2164.243,2839.6795,231.7887,3868.09875,0,3548.534,2544.512,2998.47225,0,9224.36,0,210.44714,1740.949,0,2796.6755,2180.94,1390.69475,1589.708,8485.788,1563.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phuket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12378.821,4909.88,0,0,10501.997,5578.742,5527.9335,5885.203,5104.29,5622.272,4846.874,3743.62175,0,5107.683,0,5189.409,0,4999.292,0,5562.731,0,5778.621,4826.347,13529.045,5783.0045,5496.167,0,13381.383,3707.5905,5271.452,5655.108,967.93344,3747.7095,662.03225,3552.372,0,5600.325,6054.285,0,12440.116,0,3631.4235,5231.814,0,5852.4885,5671.805,4881.5595,5080.573,12218.785,5054.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10563.682,2263.7875,0,0,8738.761,2130.288,1438.00225,454.49422,2731.35475,489.49031,2515.5195,2577.85175,0,1167.43725,0,2406.62175,0,2407.397,0,3435.77925,0,471.969,1977.31138,11713.906,3222.445,2940.51975,0,11566.245,2695.751,2708.289,3094.54875,4888.962,2581.93975,5917.3815,2540.5325,5597.817,0,538.75269,0,10624.977,0,2750.164,2234.62725,0,287.95559,2069.7825,2550.20525,2206.83625,9886.405,2681.74975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poovar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10930.026,2630.1315,0,0,9105.105,2370.92925,1678.64338,292.90506,3101.0725,632.63713,2881.8635,3057.229,0,1501.6895,0,2703.85075,0,2809.6305,0,3777.386,0,504.81166,2343.6555,12080.25,3564.05175,3282.1265,0,11932.589,3175.12825,3049.8955,3436.1555,5368.339,3061.31675,6396.7585,3019.9095,6077.194,537.56469,0,0,10991.321,0,3229.54125,2493.59225,0,348.01238,2310.42375,2916.54925,2459.191,10252.749,3048.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Blair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.45838,8518.291,0,0,1912.58213,8846.902,9497.974,10780.066,8070.4985,10499.324,8219.106,9079.538,0,9666.177,0,8315.195,0,8180.548,0,7229.4655,0,10703.265,8723.626,1539.82375,7796.234,7825.207,0,1033.0245,9391.779,7879.874,7863.3555,11693.905,9137.518,12722.324,9236.56,12402.76,10634.751,11001.517,0,0,0,9446.192,8499.818,0,10861.256,8903.867,8185.8585,8496.045,6104.0925,8087.6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Praslin Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punakha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372.527,1628.47625,0,0,7547.6055,2297.33825,2500.2505,3038.85125,1822.88638,2775.9205,1565.47013,437.16222,0,2144.82975,0,1908.0055,0,1717.88825,0,2281.32725,0,2932.26975,1544.94338,10522.751,2501.60075,2214.76325,0,10375.089,124.79688,1990.0485,2373.70425,2918.71925,441.25,3947.1385,210.33573,3627.574,2753.97325,3207.9335,0,9433.821,0,0,1950.41025,0,3006.13675,2390.40125,1600.156,1799.16925,8695.25,1773.28138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8446.709,366.27713,0,0,6621.7885,371.62069,1022.69263,2216.613,674.22831,1863.36575,759.49581,1739.90925,0,1109.11788,0,191.73089,0,414.08009,0,1364.0725,0,2094.81263,557.13825,9596.933,1150.73838,868.81313,0,9449.272,1919.46563,636.58225,1022.84206,4542.426,1743.997,5570.8455,1764.24713,5251.281,2265.965,2499.56125,0,8508.004,0,1973.87863,0,0,2366.568,464.52756,794.18163,249.20061,7769.4325,665.61219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queenstown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rameshwaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10786.394,2486.499,0,0,8961.473,2238.96975,1546.68388,347.83081,2954.06625,542.381,2738.23075,2829.43975,0,1358.05688,0,2571.891,0,2630.1085,0,3645.42625,0,469.52706,2200.023,11936.618,3432.09225,3150.167,0,11788.956,2947.339,2917.936,3304.196,5140.55,2833.5275,6168.9695,2792.12025,5849.405,287.94866,349.17841,0,10847.688,0,3001.752,2361.6325,0,0,2178.46425,2772.91675,2327.2315,10109.117,2904.46125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranakpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8832.492,804.53606,0,0,7007.5705,168.73719,705.81675,2040.461,1112.48725,1687.21388,1197.75475,2178.16825,0,1022.06225,0,650.24763,0,852.339,0,1749.85463,0,1918.66075,903.33756,9982.715,1405.5795,1177.91088,0,9835.054,2357.7245,1074.84113,1277.68325,4980.685,2182.256,6009.1045,2202.506,5689.54,2089.81325,2323.4095,0,8893.786,0,2412.1375,463.44056,0,2190.41625,0,1232.44063,662.07056,8155.2145,1103.87113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
